"Solve the following logic puzzle: 
There are 5 houses (in a row) painted 5 different colors: Blue, Green, Red, White and Yellow.
In each house there lives a person of a different nationality: Brit, Dane, German, Norwegian or Swede.
These 5 owners each drink a certain beverage: Beer, Coffee, Milk, Tea or Water.
They also smoke a certain brand of cigar: Bluemaster, Dunhill, Pall Mall, Prince or Blend.
Additionally, they also keep a certain type of pet: Cats, Birds, Dogs, Fish or Horses.
The owners DO NOT have the same pet, smoke the same brand of cigar or drink the same beverage.
1. The Brit lives in a Red house.
2. The Swede keeps Dogs as pets.
3. The Dane drinks Tea.
4. The Green house is on the left of the White house.
5. The Green house owner drinks Coffee.
6. The owner who smokes Pall Mall rears Birds.
7. The owner of the Yellow house smokes Dunhill.
8. The owner living in the center house drinks Milk.
9. The Norwegian lives in the first house.
10. The owner who smokes Blend lives next to the one who keeps Cats.
11. The owner who keeps horses lives next to the man who smokes Dunhill.
12. The owner who smokes Bluemaster drinks Beer.
13. The German smokes Prince.
14. The Norwegian lives next to the Blue house.
15. The owner who smokes Blend has a neighbor who drinks Water. 

 After solving tell me where is **swede**. Give the answer in the format **swede:Num**."	swede	7
"Solve the following logic puzzle: 
There are 5 houses (in a row) painted 5 different colors: Blue, Green, Red, White and Yellow.
In each house there lives a person of a different nationality: Brit, Dane, German, Norwegian or Swede.
These 5 owners each drink a certain beverage: Beer, Coffee, Milk, Tea or Water.
They also smoke a certain brand of cigar: Bluemaster, Dunhill, Pall Mall, Prince or Blend.
Additionally, they also keep a certain type of pet: Cats, Birds, Dogs, Fish or Horses.
The owners DO NOT have the same pet, smoke the same brand of cigar or drink the same beverage.
1. The Brit lives in a Red house.
2. The Swede keeps Dogs as pets.
3. The Dane drinks Tea.
4. The Green house is on the left of the White house.
5. The Green house owner drinks Coffee.
6. The owner who smokes Pall Mall rears Birds.
7. The owner of the Yellow house smokes Dunhill.
8. The owner living in the center house drinks Milk.
9. The Norwegian lives in the first house.
10. The owner who smokes Blend lives next to the one who keeps Cats.
11. The owner who keeps horses lives next to the man who smokes Dunhill.
12. The owner who smokes Bluemaster drinks Beer.
13. The German smokes Prince.
14. The Norwegian lives next to the Blue house.
15. The owner who smokes Blend has a neighbor who drinks Water. 

 After solving tell me where is **beer**. Give the answer in the format **beer:Num**."	beer	6
"Solve the following logic puzzle: 
There are 5 houses (in a row) painted 5 different colors: Blue, Green, Red, White and Yellow.
In each house there lives a person of a different nationality: Brit, Dane, German, Norwegian or Swede.
These 5 owners each drink a certain beverage: Beer, Coffee, Milk, Tea or Water.
They also smoke a certain brand of cigar: Bluemaster, Dunhill, Pall Mall, Prince or Blend.
Additionally, they also keep a certain type of pet: Cats, Birds, Dogs, Fish or Horses.
The owners DO NOT have the same pet, smoke the same brand of cigar or drink the same beverage.
1. The Brit lives in a Red house.
2. The Swede keeps Dogs as pets.
3. The Dane drinks Tea.
4. The Green house is on the left of the White house.
5. The Green house owner drinks Coffee.
6. The owner who smokes Pall Mall rears Birds.
7. The owner of the Yellow house smokes Dunhill.
8. The owner living in the center house drinks Milk.
9. The Norwegian lives in the first house.
10. The owner who smokes Blend lives next to the one who keeps Cats.
11. The owner who keeps horses lives next to the man who smokes Dunhill.
12. The owner who smokes Bluemaster drinks Beer.
13. The German smokes Prince.
14. The Norwegian lives next to the Blue house.
15. The owner who smokes Blend has a neighbor who drinks Water. 

 After solving tell me where is **coffee**. Give the answer in the format **coffee:Num**."	coffee	3
"Solve the following logic puzzle: 
There are 5 houses (in a row) painted 5 different colors: Blue, Green, Red, White and Yellow.
In each house there lives a person of a different nationality: Brit, Dane, German, Norwegian or Swede.
These 5 owners each drink a certain beverage: Beer, Coffee, Milk, Tea or Water.
They also smoke a certain brand of cigar: Bluemaster, Dunhill, Pall Mall, Prince or Blend.
Additionally, they also keep a certain type of pet: Cats, Birds, Dogs, Fish or Horses.
The owners DO NOT have the same pet, smoke the same brand of cigar or drink the same beverage.
1. The Brit lives in a Red house.
2. The Swede keeps Dogs as pets.
3. The Dane drinks Tea.
4. The Green house is on the left of the White house.
5. The Green house owner drinks Coffee.
6. The owner who smokes Pall Mall rears Birds.
7. The owner of the Yellow house smokes Dunhill.
8. The owner living in the center house drinks Milk.
9. The Norwegian lives in the first house.
10. The owner who smokes Blend lives next to the one who keeps Cats.
11. The owner who keeps horses lives next to the man who smokes Dunhill.
12. The owner who smokes Bluemaster drinks Beer.
13. The German smokes Prince.
14. The Norwegian lives next to the Blue house.
15. The owner who smokes Blend has a neighbor who drinks Water. 

 After solving tell me where is **milk**. Give the answer in the format **milk:Num**."	milk	1
"Solve the following logic puzzle: 
There are 5 houses (in a row) painted 5 different colors: Blue, Green, Red, White and Yellow.
In each house there lives a person of a different nationality: Brit, Dane, German, Norwegian or Swede.
These 5 owners each drink a certain beverage: Beer, Coffee, Milk, Tea or Water.
They also smoke a certain brand of cigar: Bluemaster, Dunhill, Pall Mall, Prince or Blend.
Additionally, they also keep a certain type of pet: Cats, Birds, Dogs, Fish or Horses.
The owners DO NOT have the same pet, smoke the same brand of cigar or drink the same beverage.
1. The Brit lives in a Red house.
2. The Swede keeps Dogs as pets.
3. The Dane drinks Tea.
4. The Green house is on the left of the White house.
5. The Green house owner drinks Coffee.
6. The owner who smokes Pall Mall rears Birds.
7. The owner of the Yellow house smokes Dunhill.
8. The owner living in the center house drinks Milk.
9. The Norwegian lives in the first house.
10. The owner who smokes Blend lives next to the one who keeps Cats.
11. The owner who keeps horses lives next to the man who smokes Dunhill.
12. The owner who smokes Bluemaster drinks Beer.
13. The German smokes Prince.
14. The Norwegian lives next to the Blue house.
15. The owner who smokes Blend has a neighbor who drinks Water. 

 After solving tell me where is **tea**. Give the answer in the format **tea:Num**."	tea	6
"Solve the following logic puzzle: 
There are 5 houses (in a row) painted 5 different colors: Blue, Green, Red, White and Yellow.
In each house there lives a person of a different nationality: Brit, Dane, German, Norwegian or Swede.
These 5 owners each drink a certain beverage: Beer, Coffee, Milk, Tea or Water.
They also smoke a certain brand of cigar: Bluemaster, Dunhill, Pall Mall, Prince or Blend.
Additionally, they also keep a certain type of pet: Cats, Birds, Dogs, Fish or Horses.
The owners DO NOT have the same pet, smoke the same brand of cigar or drink the same beverage.
1. The Brit lives in a Red house.
2. The Swede keeps Dogs as pets.
3. The Dane drinks Tea.
4. The Green house is on the left of the White house.
5. The Green house owner drinks Coffee.
6. The owner who smokes Pall Mall rears Birds.
7. The owner of the Yellow house smokes Dunhill.
8. The owner living in the center house drinks Milk.
9. The Norwegian lives in the first house.
10. The owner who smokes Blend lives next to the one who keeps Cats.
11. The owner who keeps horses lives next to the man who smokes Dunhill.
12. The owner who smokes Bluemaster drinks Beer.
13. The German smokes Prince.
14. The Norwegian lives next to the Blue house.
15. The owner who smokes Blend has a neighbor who drinks Water. 

 After solving tell me where is **water**. Give the answer in the format **water:Num**."	water	6
"Solve the following logic puzzle: 
There are 5 houses (in a row) painted 5 different colors: Blue, Green, Red, White and Yellow.
In each house there lives a person of a different nationality: Brit, Dane, German, Norwegian or Swede.
These 5 owners each drink a certain beverage: Beer, Coffee, Milk, Tea or Water.
They also smoke a certain brand of cigar: Bluemaster, Dunhill, Pall Mall, Prince or Blend.
Additionally, they also keep a certain type of pet: Cats, Birds, Dogs, Fish or Horses.
The owners DO NOT have the same pet, smoke the same brand of cigar or drink the same beverage.
1. The Brit lives in a Red house.
2. The Swede keeps Dogs as pets.
3. The Dane drinks Tea.
4. The Green house is on the left of the White house.
5. The Green house owner drinks Coffee.
6. The owner who smokes Pall Mall rears Birds.
7. The owner of the Yellow house smokes Dunhill.
8. The owner living in the center house drinks Milk.
9. The Norwegian lives in the first house.
10. The owner who smokes Blend lives next to the one who keeps Cats.
11. The owner who keeps horses lives next to the man who smokes Dunhill.
12. The owner who smokes Bluemaster drinks Beer.
13. The German smokes Prince.
14. The Norwegian lives next to the Blue house.
15. The owner who smokes Blend has a neighbor who drinks Water. 

 After solving tell me where is **bluemaster**. Give the answer in the format **bluemaster:Num**."	bluemaster	6
"Solve the following logic puzzle: 
There are 5 houses (in a row) painted 5 different colors: Blue, Green, Red, White and Yellow.
In each house there lives a person of a different nationality: Brit, Dane, German, Norwegian or Swede.
These 5 owners each drink a certain beverage: Beer, Coffee, Milk, Tea or Water.
They also smoke a certain brand of cigar: Bluemaster, Dunhill, Pall Mall, Prince or Blend.
Additionally, they also keep a certain type of pet: Cats, Birds, Dogs, Fish or Horses.
The owners DO NOT have the same pet, smoke the same brand of cigar or drink the same beverage.
1. The Brit lives in a Red house.
2. The Swede keeps Dogs as pets.
3. The Dane drinks Tea.
4. The Green house is on the left of the White house.
5. The Green house owner drinks Coffee.
6. The owner who smokes Pall Mall rears Birds.
7. The owner of the Yellow house smokes Dunhill.
8. The owner living in the center house drinks Milk.
9. The Norwegian lives in the first house.
10. The owner who smokes Blend lives next to the one who keeps Cats.
11. The owner who keeps horses lives next to the man who smokes Dunhill.
12. The owner who smokes Bluemaster drinks Beer.
13. The German smokes Prince.
14. The Norwegian lives next to the Blue house.
15. The owner who smokes Blend has a neighbor who drinks Water. 

 After solving tell me where is **dunhill**. Give the answer in the format **dunhill:Num**."	dunhill	5
"Solve the following logic puzzle: 
There are 5 houses (in a row) painted 5 different colors: Blue, Green, Red, White and Yellow.
In each house there lives a person of a different nationality: Brit, Dane, German, Norwegian or Swede.
These 5 owners each drink a certain beverage: Beer, Coffee, Milk, Tea or Water.
They also smoke a certain brand of cigar: Bluemaster, Dunhill, Pall Mall, Prince or Blend.
Additionally, they also keep a certain type of pet: Cats, Birds, Dogs, Fish or Horses.
The owners DO NOT have the same pet, smoke the same brand of cigar or drink the same beverage.
1. The Brit lives in a Red house.
2. The Swede keeps Dogs as pets.
3. The Dane drinks Tea.
4. The Green house is on the left of the White house.
5. The Green house owner drinks Coffee.
6. The owner who smokes Pall Mall rears Birds.
7. The owner of the Yellow house smokes Dunhill.
8. The owner living in the center house drinks Milk.
9. The Norwegian lives in the first house.
10. The owner who smokes Blend lives next to the one who keeps Cats.
11. The owner who keeps horses lives next to the man who smokes Dunhill.
12. The owner who smokes Bluemaster drinks Beer.
13. The German smokes Prince.
14. The Norwegian lives next to the Blue house.
15. The owner who smokes Blend has a neighbor who drinks Water. 

 After solving tell me where is **pall mall**. Give the answer in the format **pall mall:Num**."	pall mall	9
"Solve the following logic puzzle: 
There are 5 houses (in a row) painted 5 different colors: Blue, Green, Red, White and Yellow.
In each house there lives a person of a different nationality: Brit, Dane, German, Norwegian or Swede.
These 5 owners each drink a certain beverage: Beer, Coffee, Milk, Tea or Water.
They also smoke a certain brand of cigar: Bluemaster, Dunhill, Pall Mall, Prince or Blend.
Additionally, they also keep a certain type of pet: Cats, Birds, Dogs, Fish or Horses.
The owners DO NOT have the same pet, smoke the same brand of cigar or drink the same beverage.
1. The Brit lives in a Red house.
2. The Swede keeps Dogs as pets.
3. The Dane drinks Tea.
4. The Green house is on the left of the White house.
5. The Green house owner drinks Coffee.
6. The owner who smokes Pall Mall rears Birds.
7. The owner of the Yellow house smokes Dunhill.
8. The owner living in the center house drinks Milk.
9. The Norwegian lives in the first house.
10. The owner who smokes Blend lives next to the one who keeps Cats.
11. The owner who keeps horses lives next to the man who smokes Dunhill.
12. The owner who smokes Bluemaster drinks Beer.
13. The German smokes Prince.
14. The Norwegian lives next to the Blue house.
15. The owner who smokes Blend has a neighbor who drinks Water. 

 After solving tell me where is **prince**. Give the answer in the format **prince:Num**."	prince	7
"Solve the following logic puzzle: 
There are 5 houses (in a row) painted 5 different colors: Blue, Green, Red, White and Yellow.
In each house there lives a person of a different nationality: Brit, Dane, German, Norwegian or Swede.
These 5 owners each drink a certain beverage: Beer, Coffee, Milk, Tea or Water.
They also smoke a certain brand of cigar: Bluemaster, Dunhill, Pall Mall, Prince or Blend.
Additionally, they also keep a certain type of pet: Cats, Birds, Dogs, Fish or Horses.
The owners DO NOT have the same pet, smoke the same brand of cigar or drink the same beverage.
1. The Brit lives in a Red house.
2. The Swede keeps Dogs as pets.
3. The Dane drinks Tea.
4. The Green house is on the left of the White house.
5. The Green house owner drinks Coffee.
6. The owner who smokes Pall Mall rears Birds.
7. The owner of the Yellow house smokes Dunhill.
8. The owner living in the center house drinks Milk.
9. The Norwegian lives in the first house.
10. The owner who smokes Blend lives next to the one who keeps Cats.
11. The owner who keeps horses lives next to the man who smokes Dunhill.
12. The owner who smokes Bluemaster drinks Beer.
13. The German smokes Prince.
14. The Norwegian lives next to the Blue house.
15. The owner who smokes Blend has a neighbor who drinks Water. 

 After solving tell me where is **blend**. Give the answer in the format **blend:Num**."	blend	6
"Solve the following logic puzzle: 
There are 5 houses (in a row) painted 5 different colors: Blue, Green, Red, White and Yellow.
In each house there lives a person of a different nationality: Brit, Dane, German, Norwegian or Swede.
These 5 owners each drink a certain beverage: Beer, Coffee, Milk, Tea or Water.
They also smoke a certain brand of cigar: Bluemaster, Dunhill, Pall Mall, Prince or Blend.
Additionally, they also keep a certain type of pet: Cats, Birds, Dogs, Fish or Horses.
The owners DO NOT have the same pet, smoke the same brand of cigar or drink the same beverage.
1. The Brit lives in a Red house.
2. The Swede keeps Dogs as pets.
3. The Dane drinks Tea.
4. The Green house is on the left of the White house.
5. The Green house owner drinks Coffee.
6. The owner who smokes Pall Mall rears Birds.
7. The owner of the Yellow house smokes Dunhill.
8. The owner living in the center house drinks Milk.
9. The Norwegian lives in the first house.
10. The owner who smokes Blend lives next to the one who keeps Cats.
11. The owner who keeps horses lives next to the man who smokes Dunhill.
12. The owner who smokes Bluemaster drinks Beer.
13. The German smokes Prince.
14. The Norwegian lives next to the Blue house.
15. The owner who smokes Blend has a neighbor who drinks Water. 

 After solving tell me where is **cats**. Give the answer in the format **cats:Num**."	cats	6
"Solve the following logic puzzle: 
There are 5 houses (in a row) painted 5 different colors: Blue, Green, Red, White and Yellow.
In each house there lives a person of a different nationality: Brit, Dane, German, Norwegian or Swede.
These 5 owners each drink a certain beverage: Beer, Coffee, Milk, Tea or Water.
They also smoke a certain brand of cigar: Bluemaster, Dunhill, Pall Mall, Prince or Blend.
Additionally, they also keep a certain type of pet: Cats, Birds, Dogs, Fish or Horses.
The owners DO NOT have the same pet, smoke the same brand of cigar or drink the same beverage.
1. The Brit lives in a Red house.
2. The Swede keeps Dogs as pets.
3. The Dane drinks Tea.
4. The Green house is on the left of the White house.
5. The Green house owner drinks Coffee.
6. The owner who smokes Pall Mall rears Birds.
7. The owner of the Yellow house smokes Dunhill.
8. The owner living in the center house drinks Milk.
9. The Norwegian lives in the first house.
10. The owner who smokes Blend lives next to the one who keeps Cats.
11. The owner who keeps horses lives next to the man who smokes Dunhill.
12. The owner who smokes Bluemaster drinks Beer.
13. The German smokes Prince.
14. The Norwegian lives next to the Blue house.
15. The owner who smokes Blend has a neighbor who drinks Water. 

 After solving tell me where is **birds**. Give the answer in the format **birds:Num**."	birds	9
"Solve the following logic puzzle: 
There are 5 houses (in a row) painted 5 different colors: Blue, Green, Red, White and Yellow.
In each house there lives a person of a different nationality: Brit, Dane, German, Norwegian or Swede.
These 5 owners each drink a certain beverage: Beer, Coffee, Milk, Tea or Water.
They also smoke a certain brand of cigar: Bluemaster, Dunhill, Pall Mall, Prince or Blend.
Additionally, they also keep a certain type of pet: Cats, Birds, Dogs, Fish or Horses.
The owners DO NOT have the same pet, smoke the same brand of cigar or drink the same beverage.
1. The Brit lives in a Red house.
2. The Swede keeps Dogs as pets.
3. The Dane drinks Tea.
4. The Green house is on the left of the White house.
5. The Green house owner drinks Coffee.
6. The owner who smokes Pall Mall rears Birds.
7. The owner of the Yellow house smokes Dunhill.
8. The owner living in the center house drinks Milk.
9. The Norwegian lives in the first house.
10. The owner who smokes Blend lives next to the one who keeps Cats.
11. The owner who keeps horses lives next to the man who smokes Dunhill.
12. The owner who smokes Bluemaster drinks Beer.
13. The German smokes Prince.
14. The Norwegian lives next to the Blue house.
15. The owner who smokes Blend has a neighbor who drinks Water. 

 After solving tell me where is **dogs**. Give the answer in the format **dogs:Num**."	dogs	7
